date,availableBikes,availableDocks
1370056949,31,2
1370056973,31,2
1370057402,31,2
1370057462,31,2
1370057522,31,2
1370057581,31,2
1370057641,31,2
1370057702,31,2
1370057762,31,2
1370057822,31,2
1370057881,31,2
1370057941,31,2
1370058001,31,2
1370058062,31,2
1370058121,31,2
1370058182,31,2
1370058242,31,2
1370058307,31,2
1370058363,31,2
1370058429,31,2
1370058481,31,2
1370058545,31,2
1370058602,31,2
1370058661,31,2
1370058722,31,2
1370058784,31,2
1370058841,31,2
1370058907,31,2
1370058962,31,2
1370059021,31,2
1370059089,31,2
1370059142,31,2
1370059202,31,2
1370059262,31,2
1370059321,31,2
1370059382,31,2
1370059442,31,2
1370059502,31,2
1370059561,31,2
1370059622,31,2
1370059681,31,2
1370059742,31,2
1370059802,31,2
1370059861,31,2
1370059922,31,2
1370059981,31,2
1370060041,31,2
1370060102,31,2
1370060161,31,2
1370060224,31,2
1370060281,31,2
1370060341,31,2
1370060401,31,2
1370060464,31,2
1370060522,31,2
1370060585,31,2
1370060641,31,2
1370060702,31,2
1370060762,31,2
1370060822,31,2
1370060881,31,2
1370060942,31,2
1370061002,31,2
1370061061,31,2
1370061121,31,2
1370061181,31,2
1370061241,31,2
1370061302,31,2
1370061364,31,2
1370061421,31,2
1370061482,31,2
1370061542,31,2
1370061602,31,2
1370061661,31,2
1370061722,31,2
1370061782,31,2
1370061844,31,2
