Timestamp, AvailableBikes, AvailableDocks
1370056949, 2, 23
1370056973, 2, 23
1370057402, 2, 23
1370057462, 2, 23
1370057522, 2, 23
1370057581, 2, 23
1370057641, 2, 23
1370057702, 2, 23
1370057762, 2, 23
1370057822, 2, 23
1370057881, 2, 23
1370057941, 2, 23
1370058001, 2, 23
1370058062, 2, 23
1370058121, 2, 23
1370058182, 3, 22
1370058242, 3, 22
1370058307, 3, 22
1370058363, 3, 22
1370058429, 3, 22
1370058481, 3, 22
1370058545, 3, 22
1370058602, 3, 22
1370058661, 3, 22
1370058722, 3, 22
1370058784, 3, 22
1370058841, 3, 22
1370058907, 3, 22
1370058962, 3, 22
1370059021, 3, 22
1370059089, 3, 22
1370059142, 3, 22
1370059202, 3, 22
1370059262, 3, 22
1370059321, 3, 22
1370059382, 3, 22
1370059442, 3, 22
1370059502, 3, 22
