Timestamp, AvailableBikes, AvailableDocks
1370056949, 13, 16
1370056973, 13, 16
1370057402, 13, 16
1370057462, 13, 16
1370057522, 13, 16
1370057581, 13, 16
1370057641, 13, 16
1370057702, 13, 16
1370057762, 13, 16
1370057822, 13, 16
1370057881, 13, 16
1370057941, 13, 16
1370058001, 13, 16
1370058062, 13, 16
1370058121, 13, 16
1370058182, 13, 16
1370058242, 13, 16
1370058307, 14, 15
1370058363, 14, 15
1370058429, 14, 15
1370058481, 14, 15
1370058545, 14, 15
1370058602, 14, 15
1370058661, 14, 15
1370058722, 14, 15
1370058784, 14, 15
1370058841, 14, 15
1370058907, 15, 15
1370058962, 15, 15
1370059021, 15, 15
1370059089, 15, 15
1370059142, 15, 15
1370059202, 15, 15
1370059262, 15, 15
1370059321, 15, 15
1370059382, 15, 15
1370059442, 15, 15
1370059502, 15, 15
