Timestamp, AvailableBikes, AvailableDocks
1370056949, 8, 23
1370056973, 8, 23
1370057402, 8, 23
1370057462, 8, 23
1370057522, 8, 23
1370057581, 8, 23
1370057641, 8, 23
1370057702, 8, 23
1370057762, 8, 23
1370057822, 8, 23
1370057881, 8, 23
1370057941, 8, 23
1370058001, 8, 23
1370058062, 8, 23
1370058121, 8, 23
1370058182, 8, 23
1370058242, 8, 23
1370058307, 8, 23
1370058363, 8, 23
1370058429, 8, 23
1370058481, 8, 23
1370058545, 8, 23
1370058602, 8, 23
1370058661, 8, 23
1370058722, 8, 23
1370058784, 8, 23
1370058841, 8, 23
1370058907, 8, 23
1370058962, 8, 23
1370059021, 8, 23
1370059089, 8, 23
1370059142, 8, 23
1370059202, 8, 23
1370059262, 8, 23
1370059321, 8, 23
1370059382, 8, 23
1370059442, 8, 23
1370059502, 8, 23
