date,availableBikes,availableDocks
1370056949,7,22
1370056973,7,22
1370057402,7,22
1370057462,7,22
1370057522,7,22
1370057581,7,22
1370057641,7,22
1370057702,7,22
1370057762,7,22
1370057822,7,22
1370057881,7,22
1370057941,7,22
1370058001,7,22
1370058062,7,22
1370058121,7,22
1370058182,7,22
1370058242,7,22
1370058307,7,22
1370058363,7,22
1370058429,7,22
1370058481,7,22
1370058545,7,22
1370058602,7,22
1370058661,7,22
1370058722,7,22
1370058784,7,22
1370058841,7,22
1370058907,7,22
1370058962,7,22
1370059021,7,22
1370059089,7,22
1370059142,7,22
1370059202,7,22
1370059262,7,22
1370059321,7,22
1370059382,7,22
1370059442,7,22
1370059502,7,22
1370059561,7,22
1370059622,6,23
1370059681,6,23
1370059742,6,23
1370059802,6,23
1370059861,6,23
1370059922,6,23
1370059981,6,23
1370060041,6,23
1370060102,6,23
1370060161,6,23
1370060224,6,23
1370060281,6,23
1370060341,6,23
1370060401,6,23
1370060464,6,23
1370060522,6,23
1370060585,6,23
1370060641,6,23
1370060702,6,23
1370060762,6,23
1370060822,6,23
1370060881,6,23
1370060942,6,23
1370061002,6,23
1370061061,6,23
1370061121,6,23
1370061181,6,23
1370061241,6,23
1370061302,6,23
1370061364,6,23
1370061421,6,23
1370061482,6,23
1370061542,6,23
1370061602,6,23
1370061661,6,23
1370061722,6,23
1370061782,6,23
1370061844,6,23
