date,availableBikes,availableDocks
1370056949,28,8
1370056973,28,8
1370057402,28,8
1370057462,28,8
1370057522,28,8
1370057581,28,8
1370057641,28,8
1370057702,28,8
1370057762,28,8
1370057822,28,8
1370057881,28,8
1370057941,28,8
1370058001,28,8
1370058062,28,8
1370058121,28,8
1370058182,28,8
1370058242,28,8
1370058307,28,8
1370058363,28,8
1370058429,28,8
1370058481,28,8
1370058545,28,8
1370058602,27,9
1370058661,27,9
1370058722,27,9
1370058784,27,9
1370058841,27,9
1370058907,27,9
1370058962,27,9
1370059021,27,9
1370059089,27,9
1370059142,27,9
1370059202,27,9
1370059262,27,9
1370059321,27,9
1370059382,27,9
1370059442,27,9
1370059502,27,9
1370059561,27,9
1370059622,27,9
1370059681,27,9
1370059742,27,9
1370059802,27,9
1370059861,27,9
1370059922,27,9
1370059981,27,9
1370060041,27,9
1370060102,27,9
1370060161,27,9
1370060224,27,9
1370060281,27,9
1370060341,27,9
1370060401,27,9
1370060464,27,9
1370060522,27,9
1370060585,27,9
1370060641,27,9
1370060702,27,9
1370060762,27,9
1370060822,27,9
1370060881,27,9
1370060942,27,9
1370061002,27,9
1370061061,27,9
1370061121,27,9
1370061181,27,9
1370061241,27,9
1370061302,27,9
1370061364,27,9
1370061421,27,9
1370061482,27,9
1370061542,27,9
1370061602,27,9
1370061661,27,9
1370061722,27,9
1370061782,27,9
1370061844,27,9
