date,availableBikes,availableDocks
1370056949,12,11
1370056973,12,11
1370057402,12,11
1370057462,12,11
1370057522,12,11
1370057581,12,11
1370057641,12,11
1370057702,12,11
1370057762,12,11
1370057822,12,11
1370057881,12,11
1370057941,12,11
1370058001,12,11
1370058062,12,11
1370058121,12,11
1370058182,12,11
1370058242,12,11
1370058307,12,11
1370058363,12,11
1370058429,12,11
1370058481,12,11
1370058545,12,11
1370058602,12,11
1370058661,12,11
1370058722,12,11
1370058784,12,11
1370058841,12,11
1370058907,12,11
1370058962,12,11
1370059021,12,11
1370059089,12,11
1370059142,12,11
1370059202,12,11
1370059262,12,11
1370059321,12,11
1370059382,12,11
1370059442,12,11
1370059502,12,11
1370059561,12,11
1370059622,12,11
1370059681,12,11
1370059742,12,11
1370059802,12,11
1370059861,12,11
1370059922,12,11
1370059981,12,11
1370060041,12,11
1370060102,12,11
1370060161,12,11
1370060224,12,11
1370060281,12,11
1370060341,12,11
1370060401,12,11
1370060464,12,11
1370060522,12,11
1370060585,12,11
1370060641,12,11
1370060702,12,11
1370060762,12,11
1370060822,12,11
1370060881,12,11
1370060942,12,11
1370061002,12,11
1370061061,12,11
1370061121,12,11
1370061181,12,11
1370061241,12,11
1370061302,12,11
1370061364,12,11
1370061421,12,11
1370061482,12,11
1370061542,12,11
1370061602,12,11
1370061661,12,11
1370061722,12,11
1370061782,12,11
1370061844,12,11
