Timestamp, AvailableBikes, AvailableDocks
1370056949, 33, 21
1370056973, 33, 21
1370057402, 33, 21
1370057462, 33, 21
1370057522, 33, 21
1370057581, 33, 21
1370057641, 33, 21
1370057702, 33, 21
1370057762, 33, 21
1370057822, 33, 21
1370057881, 33, 21
1370057941, 33, 21
1370058001, 33, 21
1370058062, 33, 21
1370058121, 33, 21
1370058182, 33, 21
1370058242, 33, 21
1370058307, 33, 21
1370058363, 33, 21
1370058429, 33, 21
1370058481, 33, 21
1370058545, 33, 21
1370058602, 33, 21
1370058661, 33, 21
1370058722, 33, 21
1370058784, 33, 21
1370058841, 33, 21
1370058907, 33, 21
1370058962, 33, 21
1370059021, 33, 21
1370059089, 33, 21
1370059142, 33, 21
1370059202, 33, 21
1370059262, 33, 21
1370059321, 33, 21
1370059382, 33, 21
1370059442, 33, 21
1370059502, 33, 21
