date,availableBikes,availableDocks
1370056949,14,18
1370056973,14,18
1370057402,14,18
1370057462,14,18
1370057522,14,18
1370057581,14,18
1370057641,14,18
1370057702,14,18
1370057762,14,18
1370057822,14,18
1370057881,14,18
1370057941,14,18
1370058001,14,18
1370058062,14,18
1370058121,14,18
1370058182,14,18
1370058242,14,18
1370058307,14,18
1370058363,14,18
1370058429,14,18
1370058481,14,18
1370058545,14,18
1370058602,14,18
1370058661,14,18
1370058722,14,18
1370058784,14,18
1370058841,14,18
1370058907,14,18
1370058962,14,18
1370059021,14,18
1370059089,14,18
1370059142,14,18
1370059202,14,18
1370059262,14,18
1370059321,14,18
1370059382,14,18
1370059442,14,18
1370059502,14,18
1370059561,14,18
1370059622,14,18
1370059681,14,18
1370059742,14,18
1370059802,14,18
1370059861,14,18
1370059922,14,18
1370059981,14,18
1370060041,14,18
1370060102,14,18
1370060161,14,18
1370060224,14,18
1370060281,14,18
1370060341,14,18
1370060401,14,18
1370060464,14,18
1370060522,14,18
1370060585,14,18
1370060641,14,18
1370060702,14,18
1370060762,14,18
1370060822,14,18
1370060881,14,18
1370060942,14,18
1370061002,14,18
1370061061,14,18
1370061121,14,18
1370061181,14,18
1370061241,14,18
1370061302,14,18
1370061364,14,18
1370061421,14,18
1370061482,14,18
1370061542,14,18
1370061602,14,18
1370061661,14,18
1370061722,14,18
1370061782,14,18
1370061844,14,18
