Timestamp, AvailableBikes, AvailableDocks
1370056949, 14, 13
1370056973, 14, 13
1370057402, 14, 13
1370057462, 14, 13
1370057522, 14, 13
1370057581, 14, 13
1370057641, 14, 13
1370057702, 15, 12
1370057762, 15, 12
1370057822, 14, 13
1370057881, 14, 13
1370057941, 14, 13
1370058001, 14, 13
1370058062, 14, 13
1370058121, 15, 12
1370058182, 15, 12
1370058242, 15, 12
1370058307, 15, 12
1370058363, 15, 12
1370058429, 15, 12
1370058481, 16, 11
1370058545, 16, 11
1370058602, 17, 10
1370058661, 17, 10
1370058722, 17, 10
1370058784, 17, 10
1370058841, 17, 10
1370058907, 17, 10
1370058962, 17, 10
1370059021, 17, 10
1370059089, 17, 10
1370059142, 17, 10
1370059202, 17, 10
1370059262, 18, 9
1370059321, 17, 10
1370059382, 17, 10
1370059442, 17, 10
1370059502, 17, 10
