date,availableBikes,availableDocks
1370056949,13,17
1370056973,13,17
1370057402,13,17
1370057462,13,17
1370057522,13,17
1370057581,13,17
1370057641,13,17
1370057702,13,17
1370057762,13,17
1370057822,13,17
1370057881,13,17
1370057941,13,17
1370058001,13,17
1370058062,13,17
1370058121,13,17
1370058182,13,17
1370058242,13,17
1370058307,13,17
1370058363,13,17
1370058429,13,17
1370058481,13,17
1370058545,13,17
1370058602,14,16
1370058661,14,16
1370058722,14,16
1370058784,14,16
1370058841,14,16
1370058907,14,16
1370058962,14,16
1370059021,14,16
1370059089,14,16
1370059142,14,16
1370059202,14,16
1370059262,14,16
1370059321,13,17
1370059382,13,17
1370059442,13,17
1370059502,13,17
1370059561,13,17
1370059622,13,17
1370059681,13,17
1370059742,13,17
1370059802,13,17
1370059861,13,17
1370059922,13,17
1370059981,13,17
1370060041,13,17
1370060102,13,17
1370060161,13,17
1370060224,13,17
1370060281,13,17
1370060341,13,17
1370060401,13,17
1370060464,13,17
1370060522,13,17
1370060585,13,17
1370060641,13,17
1370060702,13,17
1370060762,13,17
1370060822,13,17
1370060881,13,17
1370060942,13,17
1370061002,13,17
1370061061,13,17
1370061121,13,17
1370061181,13,17
1370061241,13,17
1370061302,13,17
1370061364,13,17
1370061421,13,17
1370061482,13,17
1370061542,13,17
1370061602,13,17
1370061661,13,17
1370061722,13,17
1370061782,13,17
1370061844,13,17
