Timestamp, AvailableBikes, AvailableDocks
1370056949, 4, 14
1370056973, 4, 14
1370057402, 4, 14
1370057462, 4, 14
1370057522, 4, 14
1370057581, 4, 14
1370057641, 4, 14
1370057702, 4, 14
1370057762, 4, 14
1370057822, 4, 14
1370057881, 4, 14
1370057941, 4, 14
1370058001, 4, 14
1370058062, 4, 14
1370058121, 4, 14
1370058182, 4, 14
1370058242, 4, 14
1370058307, 4, 14
1370058363, 4, 14
1370058429, 4, 14
1370058481, 4, 14
1370058545, 4, 14
1370058602, 4, 14
1370058661, 4, 14
1370058722, 4, 14
1370058784, 4, 14
1370058841, 4, 14
1370058907, 4, 14
1370058962, 4, 14
1370059021, 4, 14
1370059089, 4, 14
1370059142, 4, 14
1370059202, 4, 14
1370059262, 4, 14
1370059321, 4, 14
1370059382, 4, 14
1370059442, 4, 14
1370059502, 4, 14
