date,availableBikes,availableDocks
1370056949,33,6
1370056973,33,6
1370057402,33,6
1370057462,33,6
1370057522,33,6
1370057581,33,6
1370057641,33,6
1370057702,33,6
1370057762,33,6
1370057822,33,6
1370057881,33,6
1370057941,33,6
1370058001,33,6
1370058062,33,6
1370058121,33,6
1370058182,33,6
1370058242,33,6
1370058307,33,6
1370058363,33,6
1370058429,33,6
1370058481,33,6
1370058545,33,6
1370058602,33,6
1370058661,33,6
1370058722,33,6
1370058784,33,6
1370058841,33,6
1370058907,33,6
1370058962,33,6
1370059021,33,6
1370059089,33,6
1370059142,33,6
1370059202,33,6
1370059262,33,6
1370059321,33,6
1370059382,33,6
1370059442,33,6
1370059502,33,6
1370059561,33,6
1370059622,33,6
1370059681,33,6
1370059742,33,6
1370059802,33,6
1370059861,33,6
1370059922,33,6
1370059981,33,6
1370060041,33,6
1370060102,33,6
1370060161,33,6
1370060224,33,6
1370060281,33,6
1370060341,33,6
1370060401,33,6
1370060464,33,6
1370060522,33,6
1370060585,33,6
1370060641,33,6
1370060702,33,6
1370060762,33,6
1370060822,33,6
1370060881,33,6
1370060942,33,6
1370061002,33,6
1370061061,33,6
1370061121,33,6
1370061181,33,6
1370061241,33,6
1370061302,33,6
1370061364,33,6
1370061421,33,6
1370061482,33,6
1370061542,33,6
1370061602,33,6
1370061661,33,6
1370061722,33,6
1370061782,33,6
1370061844,33,6
