date,availableBikes,availableDocks
1370056949,27,10
1370056973,27,10
1370057402,27,10
1370057462,27,10
1370057522,27,10
1370057581,27,10
1370057641,27,10
1370057702,27,10
1370057762,27,10
1370057822,27,10
1370057881,27,10
1370057941,27,10
1370058001,27,10
1370058062,27,10
1370058121,27,10
1370058182,27,10
1370058242,27,10
1370058307,27,10
1370058363,27,10
1370058429,27,10
1370058481,27,10
1370058545,27,10
1370058602,27,10
1370058661,27,10
1370058722,27,10
1370058784,27,10
1370058841,26,11
1370058907,26,11
1370058962,26,11
1370059021,26,11
1370059089,26,11
1370059142,26,11
1370059202,26,11
1370059262,26,11
1370059321,26,11
1370059382,26,11
1370059442,26,11
1370059502,26,11
1370059561,26,11
1370059622,26,11
1370059681,26,11
1370059742,26,11
1370059802,26,11
1370059861,26,11
1370059922,26,11
1370059981,26,11
1370060041,26,11
1370060102,26,11
1370060161,26,11
1370060224,26,11
1370060281,26,11
1370060341,26,11
1370060401,26,11
1370060464,26,11
1370060522,26,11
1370060585,26,11
1370060641,26,11
1370060702,26,11
1370060762,26,11
1370060822,26,11
1370060881,26,11
1370060942,26,11
1370061002,26,11
1370061061,26,11
1370061121,26,11
1370061181,26,11
1370061241,26,11
1370061302,26,11
1370061364,26,11
1370061421,26,11
1370061482,26,11
1370061542,26,11
1370061602,26,11
1370061661,26,11
1370061722,26,11
1370061782,26,11
1370061844,26,11
