date,availableBikes,availableDocks
1370056949,19,9
1370056973,19,9
1370057402,19,9
1370057462,19,9
1370057522,19,9
1370057581,19,9
1370057641,19,9
1370057702,19,9
1370057762,19,9
1370057822,19,9
1370057881,19,9
1370057941,19,9
1370058001,19,9
1370058062,19,9
1370058121,19,9
1370058182,19,9
1370058242,19,9
1370058307,19,9
1370058363,18,10
1370058429,18,10
1370058481,18,10
1370058545,18,10
1370058602,18,10
1370058661,18,10
1370058722,18,10
1370058784,18,10
1370058841,18,10
1370058907,18,10
1370058962,18,10
1370059021,18,10
1370059089,18,10
1370059142,18,10
1370059202,18,10
1370059262,18,10
1370059321,18,10
1370059382,18,10
1370059442,18,10
1370059502,18,10
1370059561,18,10
1370059622,18,10
1370059681,18,10
1370059742,18,10
1370059802,18,10
1370059861,18,10
1370059922,18,10
1370059981,18,10
1370060041,18,10
1370060102,18,10
1370060161,18,10
1370060224,18,10
1370060281,18,10
1370060341,18,10
1370060401,18,10
1370060464,18,10
1370060522,18,10
1370060585,17,11
1370060641,17,11
1370060702,17,11
1370060762,17,11
1370060822,17,11
1370060881,17,11
1370060942,17,11
1370061002,17,11
1370061061,17,11
1370061121,17,11
1370061181,17,11
1370061241,17,11
1370061302,17,11
1370061364,17,11
1370061421,17,11
1370061482,17,11
1370061542,17,11
1370061602,17,11
1370061661,17,11
1370061722,17,11
1370061782,17,11
1370061844,17,11
