Timestamp, AvailableBikes, AvailableDocks
1370056949, 7, 29
1370056973, 7, 29
1370057402, 7, 29
1370057462, 7, 29
1370057522, 7, 29
1370057581, 7, 29
1370057641, 7, 29
1370057702, 7, 29
1370057762, 8, 28
1370057822, 8, 28
1370057881, 8, 28
1370057941, 7, 29
1370058001, 7, 29
1370058062, 7, 29
1370058121, 7, 29
1370058182, 7, 29
1370058242, 7, 29
1370058307, 7, 29
1370058363, 7, 29
1370058429, 6, 30
1370058481, 6, 30
1370058545, 6, 30
1370058602, 6, 30
1370058661, 6, 30
1370058722, 6, 30
1370058784, 6, 30
1370058841, 6, 30
1370058907, 6, 30
1370058962, 6, 30
1370059021, 6, 30
1370059089, 6, 30
1370059142, 6, 30
1370059202, 6, 30
1370059262, 6, 30
1370059321, 6, 30
1370059382, 6, 30
1370059442, 6, 30
1370059502, 6, 30
