Timestamp, AvailableBikes, AvailableDocks
1370056949, 20, 10
1370056973, 20, 10
1370057402, 20, 10
1370057462, 20, 10
1370057522, 20, 10
1370057581, 20, 10
1370057641, 20, 10
1370057702, 20, 10
1370057762, 20, 10
1370057822, 20, 10
1370057881, 20, 10
1370057941, 20, 10
1370058001, 20, 10
1370058062, 20, 10
1370058121, 20, 10
1370058182, 20, 10
1370058242, 20, 10
1370058307, 20, 10
1370058363, 20, 10
1370058429, 20, 10
1370058481, 20, 10
1370058545, 20, 10
1370058602, 21, 9
1370058661, 21, 9
1370058722, 21, 9
1370058784, 21, 9
1370058841, 21, 9
1370058907, 21, 9
1370058962, 21, 9
1370059021, 21, 9
1370059089, 20, 9
1370059142, 20, 9
1370059202, 20, 9
1370059262, 19, 10
1370059321, 19, 10
1370059382, 19, 9
1370059442, 18, 10
1370059502, 18, 10
