date,availableBikes,availableDocks
1370056949,18,13
1370056973,18,13
1370057402,17,14
1370057462,17,14
1370057522,17,14
1370057581,17,14
1370057641,17,14
1370057702,16,15
1370057762,16,15
1370057822,16,15
1370057881,16,15
1370057941,16,15
1370058001,16,15
1370058062,16,15
1370058121,16,15
1370058182,16,15
1370058242,16,15
1370058307,16,15
1370058363,16,15
1370058429,16,15
1370058481,16,15
1370058545,16,15
1370058602,16,15
1370058661,16,15
1370058722,16,15
1370058784,16,15
1370058841,16,15
1370058907,16,15
1370058962,16,15
1370059021,16,15
1370059089,16,15
1370059142,16,15
1370059202,16,15
1370059262,16,15
1370059321,16,15
1370059382,16,15
1370059442,16,15
1370059502,16,15
1370059561,16,15
1370059622,16,15
1370059681,16,15
1370059742,16,15
1370059802,16,15
1370059861,16,15
1370059922,16,15
1370059981,16,15
1370060041,16,15
1370060102,16,15
1370060161,16,15
1370060224,16,15
1370060281,16,15
1370060341,16,15
1370060401,16,15
1370060464,16,15
1370060522,16,15
1370060585,16,15
1370060641,16,15
1370060702,16,15
1370060762,16,15
1370060822,16,15
1370060881,16,15
1370060942,16,15
1370061002,16,15
1370061061,16,15
1370061121,16,15
1370061181,16,15
1370061241,16,15
1370061302,15,16
1370061364,15,16
1370061421,15,16
1370061482,15,16
1370061542,15,16
1370061602,15,16
1370061661,15,16
1370061722,15,16
1370061782,15,16
1370061844,15,16
