date,availableBikes,availableDocks
1370056949,16,18
1370056973,16,18
1370057402,18,16
1370057462,18,16
1370057522,18,16
1370057581,18,16
1370057641,18,16
1370057702,18,16
1370057762,18,16
1370057822,18,16
1370057881,18,16
1370057941,18,16
1370058001,17,17
1370058062,18,16
1370058121,18,16
1370058182,18,16
1370058242,18,16
1370058307,18,16
1370058363,18,16
1370058429,18,16
1370058481,18,16
1370058545,18,16
1370058602,18,16
1370058661,18,16
1370058722,18,16
1370058784,18,16
1370058841,18,16
1370058907,18,16
1370058962,18,16
1370059021,18,16
1370059089,18,16
1370059142,18,16
1370059202,18,16
1370059262,18,16
1370059321,18,16
1370059382,18,16
1370059442,19,15
1370059502,19,15
1370059561,19,15
1370059622,19,15
1370059681,19,15
1370059742,19,15
1370059802,19,15
1370059861,19,15
1370059922,19,15
1370059981,19,15
1370060041,19,15
1370060102,19,15
1370060161,19,15
1370060224,19,15
1370060281,19,15
1370060341,19,15
1370060401,19,15
1370060464,19,15
1370060522,19,15
1370060585,19,15
1370060641,19,15
1370060702,19,15
1370060762,19,15
1370060822,19,15
1370060881,19,15
1370060942,19,15
1370061002,19,15
1370061061,19,15
1370061121,19,15
1370061181,20,14
1370061241,20,14
1370061302,20,14
1370061364,20,14
1370061421,20,14
1370061482,20,14
1370061542,20,14
1370061602,20,14
1370061661,20,14
1370061722,20,14
1370061782,20,14
1370061844,20,14
