date,availableBikes,availableDocks
1370056949,3,31
1370056973,2,32
1370057402,3,31
1370057462,3,31
1370057522,3,31
1370057581,3,31
1370057641,3,31
1370057702,3,31
1370057762,3,31
1370057822,3,31
1370057881,3,31
1370057941,3,31
1370058001,3,31
1370058062,3,31
1370058121,3,31
1370058182,3,31
1370058242,3,31
1370058307,3,31
1370058363,2,32
1370058429,2,32
1370058481,2,32
1370058545,2,32
1370058602,2,32
1370058661,2,32
1370058722,2,32
1370058784,2,32
1370058841,2,32
1370058907,2,32
1370058962,2,32
1370059021,2,32
1370059089,2,32
1370059142,2,32
1370059202,2,32
1370059262,2,32
1370059321,2,32
1370059382,2,32
1370059442,2,32
1370059502,2,32
1370059561,2,32
1370059622,2,32
1370059681,2,32
1370059742,2,32
1370059802,2,32
1370059861,2,32
1370059922,2,32
1370059981,2,32
1370060041,2,32
1370060102,2,32
1370060161,1,33
1370060224,2,32
1370060281,2,32
1370060341,2,32
1370060401,2,32
1370060464,3,31
1370060522,2,32
1370060585,2,32
1370060641,2,32
1370060702,2,32
1370060762,2,32
1370060822,2,32
1370060881,2,32
1370060942,2,32
1370061002,2,32
1370061061,2,32
1370061121,2,32
1370061181,2,32
1370061241,2,32
1370061302,2,32
1370061364,2,32
1370061421,2,32
1370061482,2,32
1370061542,2,32
1370061602,2,32
1370061661,2,32
1370061722,2,32
1370061782,2,32
1370061844,2,32
