date,availableBikes,availableDocks
1370056949,29,9
1370056973,29,9
1370057402,29,9
1370057462,29,9
1370057522,29,9
1370057581,29,9
1370057641,29,9
1370057702,29,9
1370057762,29,9
1370057822,29,9
1370057881,29,9
1370057941,29,9
1370058001,29,9
1370058062,29,9
1370058121,29,9
1370058182,29,9
1370058242,29,9
1370058307,29,9
1370058363,27,11
1370058429,27,11
1370058481,27,11
1370058545,27,11
1370058602,27,11
1370058661,27,11
1370058722,27,11
1370058784,27,11
1370058841,27,11
1370058907,27,11
1370058962,28,11
1370059021,28,11
1370059089,28,11
1370059142,28,11
1370059202,28,11
1370059262,28,11
1370059321,28,11
1370059382,28,11
1370059442,28,11
1370059502,28,11
1370059561,28,11
1370059622,28,11
1370059681,28,11
1370059742,28,11
1370059802,28,11
1370059861,28,11
1370059922,28,11
1370059981,28,11
1370060041,28,11
1370060102,28,11
1370060161,28,11
1370060224,27,12
1370060281,25,14
1370060341,23,16
1370060401,22,17
1370060464,22,17
1370060522,22,17
1370060585,22,17
1370060641,22,17
1370060702,22,17
1370060762,22,17
1370060822,22,17
1370060881,22,17
1370060942,22,17
1370061002,22,17
1370061061,22,17
1370061121,22,17
1370061181,22,17
1370061241,22,17
1370061302,22,17
1370061364,22,17
1370061421,22,17
1370061482,21,18
1370061542,21,18
1370061602,21,18
1370061661,21,18
1370061722,21,18
1370061782,21,18
1370061844,21,18
