date,availableBikes,availableDocks
1370056949,17,17
1370056973,17,17
1370057402,17,17
1370057462,17,17
1370057522,17,17
1370057581,17,17
1370057641,17,17
1370057702,17,17
1370057762,17,17
1370057822,17,17
1370057881,17,17
1370057941,17,17
1370058001,17,17
1370058062,17,17
1370058121,17,17
1370058182,17,17
1370058242,17,17
1370058307,17,17
1370058363,17,17
1370058429,17,17
1370058481,17,17
1370058545,17,17
1370058602,17,17
1370058661,17,17
1370058722,17,17
1370058784,17,17
1370058841,17,17
1370058907,17,17
1370058962,17,17
1370059021,17,17
1370059089,17,17
1370059142,17,17
1370059202,17,17
1370059262,17,17
1370059321,17,17
1370059382,17,17
1370059442,17,17
1370059502,17,17
1370059561,17,17
1370059622,17,17
1370059681,17,17
1370059742,17,17
1370059802,17,17
1370059861,17,17
1370059922,17,17
1370059981,17,17
1370060041,17,17
1370060102,17,17
1370060161,17,17
1370060224,17,17
1370060281,17,17
1370060341,17,17
1370060401,17,17
1370060464,18,16
1370060522,19,15
1370060585,19,15
1370060641,19,15
1370060702,19,15
1370060762,19,15
1370060822,19,15
1370060881,19,15
1370060942,19,15
1370061002,19,15
1370061061,19,15
1370061121,19,15
1370061181,19,15
1370061241,19,15
1370061302,19,15
1370061364,19,15
1370061421,19,15
1370061482,19,15
1370061542,19,15
1370061602,19,15
1370061661,19,15
1370061722,19,15
1370061782,19,15
1370061844,19,15
