date,availableBikes,availableDocks
1370056949,12,21
1370056973,12,21
1370057402,12,21
1370057462,13,20
1370057522,13,20
1370057581,13,20
1370057641,13,20
1370057702,13,20
1370057762,13,20
1370057822,13,20
1370057881,12,21
1370057941,11,22
1370058001,11,22
1370058062,11,22
1370058121,11,22
1370058182,11,21
1370058242,11,21
1370058307,11,21
1370058363,11,21
1370058429,11,21
1370058481,11,21
1370058545,11,21
1370058602,11,21
1370058661,11,21
1370058722,11,21
1370058784,11,21
1370058841,12,20
1370058907,12,20
1370058962,12,20
1370059021,12,20
1370059089,12,20
1370059142,12,20
1370059202,13,19
1370059262,13,19
1370059321,13,19
1370059382,13,19
1370059442,13,19
1370059502,13,19
1370059561,13,19
1370059622,13,19
1370059681,13,19
1370059742,13,19
1370059802,13,19
1370059861,13,19
1370059922,13,19
1370059981,13,19
1370060041,13,19
1370060102,13,19
1370060161,13,19
1370060224,13,19
1370060281,13,19
1370060341,13,19
1370060401,13,19
1370060464,13,19
1370060522,13,19
1370060585,13,19
1370060641,13,19
1370060702,13,19
1370060762,13,19
1370060822,13,19
1370060881,13,19
1370060942,13,19
1370061002,13,19
1370061061,13,19
1370061121,13,19
1370061181,13,19
1370061241,13,19
1370061302,13,19
1370061364,13,19
1370061421,13,19
1370061482,13,19
1370061542,13,19
1370061602,12,20
1370061661,12,20
1370061722,12,20
1370061782,12,20
1370061844,12,20
