date,availableBikes,availableDocks
1370056949,9,28
1370056973,9,28
1370057402,9,28
1370057462,9,28
1370057522,9,28
1370057581,8,29
1370057641,8,29
1370057702,7,30
1370057762,7,29
1370057822,7,29
1370057881,7,29
1370057941,7,29
1370058001,7,29
1370058062,7,29
1370058121,7,29
1370058182,7,29
1370058242,7,29
1370058307,7,29
1370058363,7,29
1370058429,7,29
1370058481,7,29
1370058545,7,29
1370058602,7,29
1370058661,7,29
1370058722,7,29
1370058784,7,29
1370058841,7,29
1370058907,7,29
1370058962,7,29
1370059021,7,29
1370059089,7,29
1370059142,7,29
1370059202,7,29
1370059262,7,29
1370059321,7,29
1370059382,7,29
1370059442,7,29
1370059502,6,30
1370059561,6,30
1370059622,6,30
1370059681,6,30
1370059742,6,30
1370059802,6,30
1370059861,6,30
1370059922,6,30
1370059981,6,30
1370060041,6,30
1370060102,6,30
1370060161,6,30
1370060224,6,30
1370060281,6,30
1370060341,6,30
1370060401,6,30
1370060464,6,30
1370060522,5,31
1370060585,5,31
1370060641,5,31
1370060702,5,31
1370060762,5,30
1370060822,6,29
1370060881,5,30
1370060942,5,30
1370061002,5,30
1370061061,5,30
1370061121,5,30
1370061181,5,30
1370061241,5,30
1370061302,5,30
1370061364,5,30
1370061421,5,30
1370061482,5,30
1370061542,5,30
1370061602,5,30
1370061661,5,30
1370061722,6,29
1370061782,6,29
1370061844,6,29
