date,availableBikes,availableDocks
1370056949,15,22
1370056973,15,22
1370057402,15,22
1370057462,15,22
1370057522,15,22
1370057581,15,22
1370057641,15,22
1370057702,15,22
1370057762,15,22
1370057822,15,22
1370057881,15,22
1370057941,15,22
1370058001,15,22
1370058062,15,22
1370058121,15,22
1370058182,15,22
1370058242,15,22
1370058307,15,22
1370058363,15,22
1370058429,15,22
1370058481,15,22
1370058545,15,22
1370058602,15,22
1370058661,15,22
1370058722,15,22
1370058784,15,22
1370058841,15,22
1370058907,15,22
1370058962,15,22
1370059021,15,22
1370059089,15,22
1370059142,15,22
1370059202,15,22
1370059262,15,22
1370059321,15,22
1370059382,15,22
1370059442,15,22
1370059502,15,22
1370059561,15,22
1370059622,15,22
1370059681,15,22
1370059742,15,22
1370059802,14,23
1370059861,14,23
1370059922,14,23
1370059981,14,23
1370060041,14,23
1370060102,14,23
1370060161,14,23
1370060224,14,23
1370060281,14,23
1370060341,14,23
1370060401,14,23
1370060464,14,23
1370060522,14,23
1370060585,14,23
1370060641,14,23
1370060702,14,23
1370060762,14,23
1370060822,14,23
1370060881,14,23
1370060942,14,23
1370061002,14,23
1370061061,14,23
1370061121,14,23
1370061181,14,23
1370061241,14,23
1370061302,14,23
1370061364,14,23
1370061421,14,23
1370061482,14,23
1370061542,14,23
1370061602,14,23
1370061661,14,23
1370061722,14,23
1370061782,14,23
1370061844,14,23
