Timestamp, AvailableBikes, AvailableDocks
1370056949, 12, 17
1370056973, 12, 17
1370057402, 12, 17
1370057462, 12, 17
1370057522, 12, 17
1370057581, 12, 17
1370057641, 12, 17
1370057702, 12, 17
1370057762, 12, 17
1370057822, 12, 17
1370057881, 12, 17
1370057941, 12, 17
1370058001, 12, 17
1370058062, 12, 17
1370058121, 12, 17
1370058182, 12, 17
1370058242, 12, 17
1370058307, 12, 17
1370058363, 12, 17
1370058429, 11, 18
1370058481, 11, 18
1370058545, 11, 18
1370058602, 11, 18
1370058661, 11, 18
1370058722, 11, 18
1370058784, 11, 18
1370058841, 11, 18
1370058907, 11, 18
1370058962, 11, 18
1370059021, 11, 18
1370059089, 11, 18
1370059142, 11, 18
1370059202, 11, 18
1370059262, 11, 18
1370059321, 11, 18
1370059382, 11, 18
1370059442, 11, 18
1370059502, 11, 18
