date,availableBikes,availableDocks
1370056949,39,2
1370056973,39,2
1370057402,39,2
1370057462,39,2
1370057522,39,2
1370057581,39,2
1370057641,39,2
1370057702,39,2
1370057762,39,2
1370057822,39,2
1370057881,39,2
1370057941,39,2
1370058001,39,2
1370058062,39,2
1370058121,39,2
1370058182,39,2
1370058242,39,2
1370058307,39,2
1370058363,39,2
1370058429,39,2
1370058481,39,2
1370058545,39,2
1370058602,39,2
1370058661,39,2
1370058722,39,2
1370058784,39,2
1370058841,39,2
1370058907,39,2
1370058962,39,2
1370059021,39,2
1370059089,39,2
1370059142,39,2
1370059202,39,2
1370059262,39,2
1370059321,39,2
1370059382,39,2
1370059442,39,2
1370059502,39,2
1370059561,39,2
1370059622,39,2
1370059681,39,2
1370059742,39,2
1370059802,39,2
1370059861,39,2
1370059922,39,2
1370059981,39,2
1370060041,39,2
1370060102,39,2
1370060161,39,2
1370060224,39,2
1370060281,39,2
1370060341,39,2
1370060401,39,2
1370060464,39,2
1370060522,39,2
1370060585,39,2
1370060641,39,2
1370060702,39,2
1370060762,39,2
1370060822,39,2
1370060881,39,2
1370060942,39,2
1370061002,39,2
1370061061,39,2
1370061121,39,2
1370061181,39,2
1370061241,39,2
1370061302,39,2
1370061364,39,2
1370061421,39,2
1370061482,39,2
1370061542,39,2
1370061602,39,2
1370061661,39,2
1370061722,39,2
1370061782,39,2
1370061844,39,2
