Timestamp, AvailableBikes, AvailableDocks
1370056949, 4, 20
1370056973, 4, 20
1370057402, 3, 21
1370057462, 3, 21
1370057522, 3, 21
1370057581, 3, 21
1370057641, 3, 21
1370057702, 3, 21
1370057762, 3, 21
1370057822, 3, 21
1370057881, 3, 21
1370057941, 3, 21
1370058001, 3, 21
1370058062, 3, 21
1370058121, 3, 21
1370058182, 2, 22
1370058242, 2, 22
1370058307, 2, 22
1370058363, 2, 22
1370058429, 2, 22
1370058481, 2, 22
1370058545, 2, 22
1370058602, 2, 22
1370058661, 2, 22
1370058722, 2, 22
1370058784, 2, 22
1370058841, 2, 22
1370058907, 2, 22
1370058962, 2, 22
1370059021, 1, 23
1370059089, 1, 23
1370059142, 1, 23
1370059202, 1, 23
1370059262, 1, 23
1370059321, 1, 23
1370059382, 2, 22
1370059442, 2, 22
1370059502, 2, 22
