date,availableBikes,availableDocks
1370056949,20,9
1370056973,20,9
1370057402,20,9
1370057462,20,9
1370057522,20,9
1370057581,20,9
1370057641,20,9
1370057702,20,9
1370057762,20,9
1370057822,20,9
1370057881,20,9
1370057941,20,9
1370058001,20,9
1370058062,20,9
1370058121,20,9
1370058182,20,9
1370058242,20,9
1370058307,20,9
1370058363,20,9
1370058429,20,9
1370058481,20,9
1370058545,20,9
1370058602,20,9
1370058661,20,9
1370058722,20,9
1370058784,20,9
1370058841,20,9
1370058907,20,9
1370058962,20,9
1370059021,20,9
1370059089,20,9
1370059142,21,8
1370059202,21,8
1370059262,21,8
1370059321,21,8
1370059382,21,8
1370059442,21,8
1370059502,21,8
1370059561,21,8
1370059622,21,8
1370059681,21,8
1370059742,21,8
1370059802,21,8
1370059861,21,8
1370059922,21,8
1370059981,21,8
1370060041,21,8
1370060102,21,8
1370060161,21,8
1370060224,21,8
1370060281,21,8
1370060341,21,8
1370060401,21,8
1370060464,21,8
1370060522,21,8
1370060585,21,8
1370060641,21,8
1370060702,21,8
1370060762,21,8
1370060822,21,8
1370060881,21,8
1370060942,21,8
1370061002,21,8
1370061061,21,8
1370061121,21,8
1370061181,21,8
1370061241,21,8
1370061302,21,8
1370061364,21,8
1370061421,21,8
1370061482,21,8
1370061542,21,8
1370061602,21,8
1370061661,21,8
1370061722,21,8
1370061782,21,8
1370061844,21,8
