Timestamp, AvailableBikes, AvailableDocks
1370056949, 40, 16
1370056973, 40, 16
1370057402, 40, 16
1370057462, 40, 16
1370057522, 40, 16
1370057581, 40, 16
1370057641, 40, 16
1370057702, 40, 16
1370057762, 40, 16
1370057822, 40, 16
1370057881, 40, 16
1370057941, 40, 16
1370058001, 40, 16
1370058062, 40, 16
1370058121, 40, 16
1370058182, 40, 16
1370058242, 40, 16
1370058307, 40, 16
1370058363, 40, 16
1370058429, 40, 16
1370058481, 40, 16
1370058545, 40, 16
1370058602, 40, 16
1370058661, 40, 16
1370058722, 40, 16
1370058784, 40, 16
1370058841, 40, 16
1370058907, 40, 16
1370058962, 40, 16
1370059021, 40, 16
1370059089, 40, 16
1370059142, 40, 16
1370059202, 40, 16
1370059262, 40, 16
1370059321, 40, 16
1370059382, 40, 16
1370059442, 40, 16
1370059502, 40, 16
