Timestamp, AvailableBikes, AvailableDocks
1370056949, 5, 10
1370056973, 5, 10
1370057402, 5, 10
1370057462, 5, 10
1370057522, 5, 10
1370057581, 5, 10
1370057641, 5, 10
1370057702, 5, 10
1370057762, 5, 10
1370057822, 5, 10
1370057881, 5, 10
1370057941, 5, 10
1370058001, 5, 10
1370058062, 5, 10
1370058121, 5, 10
1370058182, 5, 10
1370058242, 5, 10
1370058307, 5, 10
1370058363, 5, 10
1370058429, 5, 10
1370058481, 5, 10
1370058545, 5, 10
1370058602, 5, 10
1370058661, 5, 10
1370058722, 5, 10
1370058784, 5, 10
1370058841, 5, 10
1370058907, 5, 10
1370058962, 5, 10
1370059021, 5, 10
1370059089, 5, 10
1370059142, 5, 10
1370059202, 5, 10
1370059262, 5, 10
1370059321, 5, 10
1370059382, 5, 10
1370059442, 5, 10
1370059502, 5, 10
