Timestamp, AvailableBikes, AvailableDocks
1370056949, 13, 22
1370056973, 13, 22
1370057402, 13, 22
1370057462, 13, 22
1370057522, 13, 22
1370057581, 13, 22
1370057641, 13, 22
1370057702, 13, 22
1370057762, 13, 22
1370057822, 13, 22
1370057881, 13, 21
1370057941, 13, 21
1370058001, 13, 21
1370058062, 13, 21
1370058121, 13, 21
1370058182, 13, 21
1370058242, 13, 21
1370058307, 13, 21
1370058363, 13, 21
1370058429, 13, 21
1370058481, 14, 20
1370058545, 14, 20
1370058602, 14, 20
1370058661, 15, 19
1370058722, 15, 19
1370058784, 15, 20
1370058841, 15, 20
1370058907, 15, 20
1370058962, 15, 20
1370059021, 15, 20
1370059089, 15, 20
1370059142, 15, 20
1370059202, 16, 19
1370059262, 17, 18
1370059321, 17, 18
1370059382, 16, 19
1370059442, 16, 19
1370059502, 16, 19
