date,availableBikes,availableDocks
1370056949,32,6
1370056973,32,6
1370057402,32,6
1370057462,32,6
1370057522,31,7
1370057581,31,7
1370057641,31,7
1370057702,31,7
1370057762,31,7
1370057822,31,7
1370057881,31,7
1370057941,31,7
1370058001,31,7
1370058062,31,7
1370058121,31,7
1370058182,31,7
1370058242,31,7
1370058307,32,6
1370058363,32,6
1370058429,32,6
1370058481,32,6
1370058545,32,6
1370058602,32,6
1370058661,32,6
1370058722,32,6
1370058784,32,6
1370058841,32,6
1370058907,32,6
1370058962,32,6
1370059021,32,6
1370059089,32,6
1370059142,32,6
1370059202,32,6
1370059262,32,6
1370059321,32,6
1370059382,32,6
1370059442,32,6
1370059502,32,6
1370059561,32,6
1370059622,32,6
1370059681,32,6
1370059742,32,6
1370059802,32,6
1370059861,32,6
1370059922,32,6
1370059981,32,6
1370060041,32,6
1370060102,32,6
1370060161,32,6
1370060224,32,6
1370060281,32,6
1370060341,32,6
1370060401,32,6
1370060464,32,6
1370060522,32,6
1370060585,32,6
1370060641,32,6
1370060702,32,6
1370060762,32,6
1370060822,32,6
1370060881,32,6
1370060942,32,6
1370061002,32,6
1370061061,32,6
1370061121,32,6
1370061181,32,6
1370061241,30,8
1370061302,30,8
1370061364,30,8
1370061421,30,8
1370061482,30,8
1370061542,30,8
1370061602,31,7
1370061661,31,7
1370061722,31,7
1370061782,32,6
1370061844,33,5
