Timestamp, AvailableBikes, AvailableDocks
1370056949, 13, 10
1370056973, 13, 10
1370057402, 14, 9
1370057462, 14, 9
1370057522, 14, 9
1370057581, 14, 9
1370057641, 14, 9
1370057702, 14, 9
1370057762, 14, 9
1370057822, 14, 9
1370057881, 14, 9
1370057941, 14, 9
1370058001, 14, 9
1370058062, 14, 9
1370058121, 14, 9
1370058182, 14, 9
1370058242, 14, 9
1370058307, 14, 9
1370058363, 14, 9
1370058429, 14, 9
1370058481, 14, 9
1370058545, 14, 9
1370058602, 14, 9
1370058661, 14, 9
1370058722, 14, 9
1370058784, 14, 9
1370058841, 14, 9
1370058907, 14, 9
1370058962, 14, 9
1370059021, 14, 9
1370059089, 14, 9
1370059142, 14, 9
1370059202, 15, 8
1370059262, 15, 8
1370059321, 15, 8
1370059382, 15, 8
1370059442, 15, 8
1370059502, 15, 8
