Timestamp, AvailableBikes, AvailableDocks
1370056949, 20, 8
1370056973, 20, 8
1370057402, 20, 8
1370057462, 20, 8
1370057522, 20, 8
1370057581, 20, 8
1370057641, 20, 8
1370057702, 20, 8
1370057762, 20, 8
1370057822, 20, 8
1370057881, 20, 8
1370057941, 20, 8
1370058001, 20, 8
1370058062, 20, 8
1370058121, 20, 8
1370058182, 19, 9
1370058242, 19, 9
1370058307, 19, 9
1370058363, 19, 9
1370058429, 19, 9
1370058481, 19, 9
1370058545, 19, 9
1370058602, 19, 9
1370058661, 19, 9
1370058722, 19, 9
1370058784, 19, 9
1370058841, 18, 10
1370058907, 18, 10
1370058962, 18, 10
1370059021, 18, 10
1370059089, 18, 10
1370059142, 18, 10
1370059202, 18, 10
1370059262, 18, 10
1370059321, 18, 10
1370059382, 18, 10
1370059442, 18, 10
1370059502, 18, 10
