date,availableBikes,availableDocks
1370056949,16,10
1370056973,16,10
1370057402,16,9
1370057462,16,9
1370057522,16,9
1370057581,16,9
1370057641,16,9
1370057702,16,9
1370057762,16,9
1370057822,16,9
1370057881,16,9
1370057941,16,9
1370058001,16,9
1370058062,16,9
1370058121,16,9
1370058182,17,8
1370058242,18,7
1370058307,18,7
1370058363,18,7
1370058429,18,7
1370058481,18,7
1370058545,18,7
1370058602,18,8
1370058661,18,8
1370058722,18,8
1370058784,18,8
1370058841,18,8
1370058907,18,8
1370058962,18,8
1370059021,18,8
1370059089,18,8
1370059142,18,8
1370059202,18,8
1370059262,18,8
1370059321,18,8
1370059382,18,8
1370059442,18,8
1370059502,19,7
1370059561,19,7
1370059622,19,7
1370059681,19,7
1370059742,19,7
1370059802,19,7
1370059861,18,8
1370059922,18,8
1370059981,18,8
1370060041,18,8
1370060102,18,8
1370060161,18,8
1370060224,18,8
1370060281,18,8
1370060341,18,8
1370060401,18,8
1370060464,18,8
1370060522,18,8
1370060585,18,8
1370060641,19,7
1370060702,19,7
1370060762,19,7
1370060822,19,7
1370060881,19,7
1370060942,19,7
1370061002,19,7
1370061061,19,7
1370061121,19,7
1370061181,23,8
1370061241,23,8
1370061302,23,8
1370061364,23,8
1370061421,23,8
1370061482,23,8
1370061542,23,8
1370061602,23,8
1370061661,23,8
1370061722,23,8
1370061782,23,8
1370061844,23,8
