date,availableBikes,availableDocks
1370056949,4,26
1370056973,4,26
1370057402,5,26
1370057462,5,26
1370057522,4,27
1370057581,3,28
1370057641,3,28
1370057702,3,28
1370057762,3,28
1370057822,3,28
1370057881,3,28
1370057941,3,28
1370058001,3,28
1370058062,3,28
1370058121,3,28
1370058182,3,28
1370058242,3,28
1370058307,3,28
1370058363,3,28
1370058429,3,28
1370058481,3,28
1370058545,3,28
1370058602,3,28
1370058661,3,28
1370058722,3,28
1370058784,3,28
1370058841,3,28
1370058907,3,28
1370058962,3,28
1370059021,3,28
1370059089,4,27
1370059142,4,27
1370059202,4,27
1370059262,4,27
1370059321,4,27
1370059382,4,27
1370059442,4,27
1370059502,4,27
1370059561,4,27
1370059622,4,27
1370059681,4,27
1370059742,4,27
1370059802,4,27
1370059861,4,27
1370059922,4,27
1370059981,5,26
1370060041,5,26
1370060102,5,26
1370060161,5,26
1370060224,5,26
1370060281,6,25
1370060341,6,25
1370060401,6,25
1370060464,6,25
1370060522,7,25
1370060585,7,25
1370060641,7,25
1370060702,7,25
1370060762,7,25
1370060822,7,25
1370060881,7,25
1370060942,7,25
1370061002,7,25
1370061061,7,25
1370061121,7,25
1370061181,7,25
1370061241,7,25
1370061302,7,25
1370061364,7,25
1370061421,8,25
1370061482,8,25
1370061542,8,25
1370061602,8,25
1370061661,8,25
1370061722,8,25
1370061782,8,25
1370061844,8,25
