date,availableBikes,availableDocks
1370056949,51,2
1370056973,51,2
1370057402,50,3
1370057462,50,3
1370057522,50,3
1370057581,50,3
1370057641,50,3
1370057702,50,3
1370057762,50,3
1370057822,50,3
1370057881,50,3
1370057941,51,2
1370058001,51,2
1370058062,51,2
1370058121,51,2
1370058182,51,2
1370058242,51,2
1370058307,51,2
1370058363,51,2
1370058429,51,2
1370058481,51,2
1370058545,51,2
1370058602,51,2
1370058661,51,2
1370058722,51,2
1370058784,51,2
1370058841,51,2
1370058907,51,2
1370058962,51,2
1370059021,51,2
1370059089,51,2
1370059142,51,2
1370059202,51,2
1370059262,51,2
1370059321,51,2
1370059382,51,2
1370059442,51,2
1370059502,51,2
1370059561,51,2
1370059622,51,2
1370059681,51,2
1370059742,51,2
1370059802,51,2
1370059861,51,2
1370059922,51,2
1370059981,51,2
1370060041,51,2
1370060102,51,2
1370060161,51,2
1370060224,51,2
1370060281,51,2
1370060341,51,2
1370060401,51,2
1370060464,51,2
1370060522,51,2
1370060585,51,2
1370060641,51,2
1370060702,51,2
1370060762,51,2
1370060822,51,2
1370060881,51,2
1370060942,51,2
1370061002,51,2
1370061061,51,2
1370061121,51,2
1370061181,51,2
1370061241,51,2
1370061302,51,2
1370061364,51,2
1370061421,51,2
1370061482,51,2
1370061542,51,2
1370061602,51,2
1370061661,51,2
1370061722,51,2
1370061782,51,2
1370061844,51,2
