date,availableBikes,availableDocks
1370056949,5,32
1370056973,5,32
1370057402,5,32
1370057462,5,32
1370057522,5,32
1370057581,5,32
1370057641,5,32
1370057702,5,32
1370057762,5,32
1370057822,5,32
1370057881,5,32
1370057941,5,32
1370058001,5,32
1370058062,6,31
1370058121,6,31
1370058182,6,31
1370058242,6,31
1370058307,6,31
1370058363,6,31
1370058429,6,31
1370058481,6,31
1370058545,6,31
1370058602,6,31
1370058661,6,31
1370058722,6,31
1370058784,6,31
1370058841,6,31
1370058907,6,31
1370058962,6,31
1370059021,6,31
1370059089,6,31
1370059142,6,31
1370059202,6,31
1370059262,5,32
1370059321,5,32
1370059382,5,32
1370059442,5,32
1370059502,5,32
1370059561,6,31
1370059622,4,33
1370059681,4,33
1370059742,4,33
1370059802,4,33
1370059861,4,33
1370059922,4,33
1370059981,4,33
1370060041,4,33
1370060102,4,33
1370060161,4,33
1370060224,4,33
1370060281,4,33
1370060341,4,33
1370060401,4,33
1370060464,4,33
1370060522,4,33
1370060585,4,33
1370060641,4,33
1370060702,4,33
1370060762,4,33
1370060822,4,33
1370060881,4,33
1370060942,4,33
1370061002,4,33
1370061061,4,33
1370061121,4,33
1370061181,4,33
1370061241,4,33
1370061302,4,33
1370061364,4,33
1370061421,4,33
1370061482,4,33
1370061542,4,33
1370061602,4,33
1370061661,4,33
1370061722,4,33
1370061782,4,33
1370061844,4,33
