date,availableBikes,availableDocks
1370056949,4,22
1370056973,4,22
1370057402,4,22
1370057462,4,22
1370057522,4,22
1370057581,4,22
1370057641,4,22
1370057702,4,22
1370057762,4,22
1370057822,4,22
1370057881,4,22
1370057941,4,22
1370058001,4,22
1370058062,4,22
1370058121,4,22
1370058182,4,22
1370058242,4,22
1370058307,4,22
1370058363,4,22
1370058429,4,22
1370058481,4,22
1370058545,4,22
1370058602,4,22
1370058661,4,22
1370058722,4,22
1370058784,4,22
1370058841,4,22
1370058907,4,22
1370058962,4,22
1370059021,4,22
1370059089,4,22
1370059142,4,22
1370059202,4,22
1370059262,4,22
1370059321,4,22
1370059382,4,22
1370059442,4,22
1370059502,4,22
1370059561,4,22
1370059622,4,22
1370059681,4,22
1370059742,4,22
1370059802,4,22
1370059861,4,22
1370059922,4,22
1370059981,4,22
1370060041,4,22
1370060102,4,22
1370060161,4,22
1370060224,4,22
1370060281,4,22
1370060341,4,22
1370060401,4,22
1370060464,4,22
1370060522,4,22
1370060585,4,22
1370060641,4,22
1370060702,4,22
1370060762,4,22
1370060822,4,22
1370060881,4,22
1370060942,3,23
1370061002,3,23
1370061061,3,23
1370061121,3,23
1370061181,3,23
1370061241,3,23
1370061302,3,23
1370061364,3,23
1370061421,3,23
1370061482,3,23
1370061542,3,23
1370061602,3,23
1370061661,3,23
1370061722,3,23
1370061782,3,23
1370061844,3,23
